X,Y,ObjectId,EntityCode,EntityOfficialName,AgreementNumber,EntityType,EntityTypeName,EntityTypeGroup,EntityTypeGroupName,EntityTypeCategory,EntityTypeCategoryName,EntityCountyCode,EntityCountyName,EntityCharteringAgencyCode,EntityCharteringAgencyName,EntityGeographicLEADistrictCode,EntityGeographicLEADistrictOffi,EntityNCESCode,EntityLocaleCode,EntityLocaleName,EntityAuthorizedEducationalSett,EntityActualEducationalSettings,EntityStatus,EntityOpenDate,EntityCloseDate,EntityAuthorizedGrades,EntityActualGrades,EntityFIPSCode,EnttiyREMCid,EntityScheduleList,EntityEarlyChildhoodProgramList,ReceivesTransportationServicesF,ReceivesTransportationService_1,EntityReligiousOrientationCode,EntityReligiousOrientationName,EntityEmail,EntityPhone,EntityPhoneExt,EntityFax,EntityFaxExt,EntityLeadAdminHonorific,EntityLeadAdminFirstName,EntityLeadAdminLastName,EntityPhysicalStreet,EntityPhysicalCity,EntityPhysicalState,EntityPhysicalZip4,EntityMailingStreet,EntityMailingCity,EntityMailingState,EntityMailingZip4,EarlyMiddleCollege
-83.1713592519999,42.414561878,111,820000169,Martin Luther King Jr. Day Care,820000169,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,GSRP,0,,,,cprice6360@aol.com,3133414944,,3133417014,,,Constance,Price,16827 APPOLINE ST,DETROIT,MI,482354205,16827 APPOLINE ST,DETROIT,MI,482354205,
-83.070992562,42.3294716990001,112,820000090,MATRIX HUMAN SERVICES,820000090,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,"0-3SecPrev,CCare",0,,,,dtaliaferro@matrixhs.org,3132346622,,3139625253,,Mr.,Daryl,Hurley,"2051 Rosa Parks Blvd., Ste 1K",DETROIT,MI,482161585,"2051 Rosa Parks Blvd., Ste 1K",DETROIT,MI,482162002,
-83.1143775639999,42.3934492610001,113,990005369,"MCY, Inc./Renaissance Head Start",990005369,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2015/04/28 00:00:00,,,,26163,0,,,0,,,,ludora1@aol.com,3138670500,102       ,0,,Ms.,Eva,Wilson,13110 14th St                                               ,Detroit                                                     ,MI,482383647,13110 14TH ST,DETROIT,MI,482383647,
-83.1143775639999,42.3934492610001,114,820000181,MCY-Renaissance Head Start,820000181,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/27 00:00:00,,,,26163,0,,,0,,,,ludora1@aol.com,3138670500,102       ,0,,Ms.,Sheridan ,Young,13110 14TH ST,DETROIT,MI,482383647,PO Box 38445,Detroit,MI,482383647,
-83.184125009,42.4120973710001,115,990005689,MEADOWBROOK COMMUNITY INTEGRATION II INC.,990005689,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2015/10/27 00:00:00,,,,26163,0,,,0,,,,MEADOWBROOKCOMM@YAHOO.COM,3134593713,,0,,Mr.,robert,LEAVELL,16527 Cruse St                                              ,Detroit                                                     ,MI,482354004,16527 CRUSE ST,DETROIT,MI,482354004,
-83.062481991,42.326833376,116,990000220,Mercy Education Project,990000220,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/08/03 00:00:00,,,,26163,0,,,0,,,,ktanner@mercyed.net,3139635881,,3139630209,,Ms.,Kathryn,Tanner,1450 HOWARD ST,DETROIT,MI,482161917,1450 HOWARD ST,DETROIT,MI,482161917,
-83.00738566,42.3935187930001,117,820000060,METRO CHILD YOUTH INC UNITED CHILD,820000060,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,rcampbell@ucfhs.org,3134321000,,0,,,,,9641 HARPER AVE,DETROIT,MI,482132731,9641 HARPER AVE,DETROIT,MI,48213,
-83.170052308,42.4103754920001,118,990000224,Montessori and Theatre LLC,990000224,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,17050,DeTour Area Schools,,,,,,Open-Active,2009/08/05 00:00:00,,,,26163,0,,,0,,,,montessoritheatre@yahoo.com,3133400155,,0,,Ms.,Melissa,Samuels,16155 MEYERS RD,DETROIT,MI,482354108,16155 MEYERS RD,DETROIT,MI,482354108,
-83.225678739,42.403451341,119,990000137,Movement of Angelic Hope Outreach Ministry Church,990000137,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/05 00:00:00,,,,26163,0,,,0,,,,skboles19@comcast.net,3135156072,,0,,Mr.,Stephen,Boles,18701 GRAND RIVER AVE # 245,DETROIT,MI,482232214,18701 GRAND RIVER AVE # 245,DETROIT,MI,482232214,
-83.215778843,42.4303474380001,120,990006078,My Den Adult Supportive Services,990006078,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2016/06/08 00:00:00,,,,26163,0,,,0,,,,belisasmith@yahoo.com,3136185240,,0,,Ms.,Belisa,Smith,17534 W 7 Mile Rd                                           ,Detroit                                                     ,MI,482353045,17534 WEST 7 MILE RD,DETROIT,MI,482353045,
-83.200364023,42.4401644860001,121,82SPX0094,My Kidz Place,82SPX0094,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,,0,,0,,Ms.,Geraldine,Davis,20111 GREENFIELD RD,DETROIT,MI,482351872,20111 GREENFIELD RD,DETROIT,MI,482351872,
-82.986019727,42.3702703600001,122,990005945,NAY LUV DA KIDS,990005945,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2016/06/13 00:00:00,,,,26163,0,,,0,,,,tmallorysfsp16@outlook.com,3139969856,,0,,Ms.,TABATHA,MALLORY,2947 Bewick St                                              ,Detroit                                                     ,MI,482142121,2947 BEWICK ST,DETROIT,MI,48214,
-83.053390228,42.3348001530001,123,820001485,Neighborhood Service Organization - HIPPY,820001485 ,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,0,,,,0,,,,,,,Open-Active,2008/10/06 00:00:00,,,,0,0,,,0,,,,,0,,0,,Mr.,William,Weld-Wallis,220 Bagley,DETROIT,MI,48226,220 BAGLEY ST STE 1200,DETROIT,MI,482261412,
-83.0793816299999,42.373208864,124,82SPX0080,NEW CENTER CHILD CARE ACADEMY,82SPX0080,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2010/02/25 00:00:00,,,,26163,0,,,0,,,,Tnccca@aol.com,3138724633,,0,,Ms.,Tracy,Turner,8007 2nd AVE             ,DETROIT                                                                                                                                                                                                                                                        ,MI,48202,8007 2nd AVE   ,DETROIT           ,MI,48202,
-83.153776797,42.2694843260001,125,990000044,Nutritionallyyours,990000044,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2000/05/01 00:00:00,,,,26163,0,,,0,,,,white3285@sbcglobal.net,2487370191,,0,,Dr.,Ruth ,Stephen,2450 SOUTH BEATRICE ST,DETROIT,MI,482171631,2450 SOUTH BEATRICE ST,DETROIT,MI,482171631,
-83.08188068,42.3748460250001,126,820008037,Off the Streets,820008037,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/13 00:00:00,,,,26163,0,,,0,,,,tking@matrixhs.org,3138730679,,0,,Ms.,TANISHA,KING,680 VIRGINIA PARK ST,DETROIT,MI,482022012,680 VIRGINIA PARK ST,DETROIT,MI,482022012,
-83.0022527309999,42.3579952520001,127,990000147,OMANKANE: THE COLLECTIVE,990000147,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/28 00:00:00,,,,26163,0,,,0,,,,omankane@sbcglobal.net,3133423331,,0,,Ms.,Margaret ,James,7737 KERCHEVAL ST STE 216,DETROIT,MI,482142437,7737 KERCHEVAL ST STE 216,DETROIT,MI,482142437,
-83.08062129,42.373232984,128,990001803,One-Family Association,990001803,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2012/07/18 00:00:00,,,,26163,0,,,0,,,,rdmediaconsult@gmail.com,3132055417,,0,,Ms.,Philasean,Benjamin,675 Seward St Apt 104                                       ,Detroit                                                     ,MI,482022441,675 SEWARD ST APT 104,DETROIT,MI,482022441,
-83.160597189,42.415017295,129,82SPX0040,OPEN DOOR MONTESSORI ACADEMY LLC,82SPX0040,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,,0,,0,,,,,16825 WYOMING ST,DETROIT,MI,482212850,16825 WYOMING ST,DETROIT,MI,482212850,
-82.95475879,42.434950079,130,820000330,OUR KIDZ WORLD LEARNING CENTER,820000330,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,darrell.taul@comcast.net,3133724012,,0,,,,,16060 MOROSS RD,DETROIT,MI,482052542,16060 MOROSS RD,DETROIT,MI,482052542,
-83.142027507,42.436652155,131,990000548,Palmer Woods Preparatory School,990000548,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2010/01/04 00:00:00,,,,26163,0,,,0,,,,deirdreselby@aol.com,2484166735,,0,,Ms.,Deirdre,Selby,19495 Livernois Ave,Detroit,MI,48221-171,26400 LAHSER RD STE 345,SOUTHFIELD,MI,480332604,
-83.061675613,42.3400150030001,132,990000101,"Parents Facing Parents, Inc.",990000101,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2007/01/27 00:00:00,,,,26163,0,,,0,,,,parentsfacingparents@yahoo.com,3139644290,,0,,Mrs.,Tania,Walton,2727 2ND AVE,DETROIT,MI,482012658,2727 2ND AVE STE 337,DETROIT,MI,482012658,
-82.9246158299999,42.40111045,133,990000132,Pastor Peggy's Outreach,990000132,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/11 00:00:00,,,,26163,0,,,0,,,,trwministry@comcast.net,3134461762,,0,,Mrs.,Gertrude,McIntosh,17184 DETROIT ST,DETROIT,MI,482242236,17184 DETROIT ST,DETROIT,MI,482242236,
-83.107385297,42.385993027,134,820008042,Paul Martin Home for Boys,820008042,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/13 00:00:00,,,,26163,0,,,0,,,,mbrowne@la-hi.com,3138688724,,0,,,,,1950 WEBB ST,DETROIT,MI,482061282,1950 WEBB ST,DETROIT,MI,482061282,
-83.1246794589999,42.417200333,135,990005699,Pauline Multi-Cultural Montessori School,990005699,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2015/10/26 00:00:00,,,,26163,0,,,0,,,,mrs_duke@sbcglobal.net,3133401350,,0,,Mr.,Harrison,Duke,2405 W Mcnichols Rd                                         ,Detroit                                                     ,MI,482213128,2405 WEST MCNICHOLS RD,DETROIT,MI,482213128,
-83.1558099549999,42.359251187,136,820000130,PENCIL PALACE DAY CARE,820000130,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,show52@yahoo.com,3139354050,,0,,,,,8800 JOY RD,DETROIT,MI,482043224,8800 JOY RD,DETROIT,MI,482043224,
-82.934781828,42.4126596310001,137,820000003,PETER RABBIT DAY CARE CENTER,820000003,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,peterrabbitdc@hotmail.com,3138827446,,0,,,,,5901 CADIEUX RD,DETROIT,MI,482242003,5901 CADIEUX RD,DETROIT,MI,482242003,
-82.934781828,42.4126596310001,138,990003151,peter rabbit early learning academy,990003151,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2013/05/15 00:00:00,,,,26163,0,,"0-3SecPrev,CCare,TIPre,Tuit-B Pre",0,,,,peterrabbitela@yahoo.com,8827446,,0,,Mrs.,Bernita,Havard,5901 Cadieux Rd                                             ,Detroit                                                     ,MI,482242003,5901 cadieux rd,detroit,MI,48224,
-83.125887328,42.366076858,139,990000166,Petrona Ministry Outreach Church,990000166,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/04/09 00:00:00,,,,26163,0,,,0,,,,ortize464@ameritech.net,3139951092,,0,,Ms.,Esperanza,Ortiz,9057 NORTH MARTINDALE ST,DETROIT,MI,482042393,9057 NORTH MARTINDALE ST,DETROIT,MI,482042393,
-83.236417164,42.3649482280001,140,82SPX0022,PHYLIS HOME CARE FOR CHILDREN,82SPX0022,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,,0,,0,,,,,20000 WEST CHICAGO ST,DETROIT,MI,482281775,20000 WEST CHICAGO ST,DETROIT,MI,482281775,
-83.194548599,42.444665286,141,82SPX0099,PIPPEN PALACE CHILD CARE ACADEMY I,82SPX0099,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/27 00:00:00,,,,26163,0,,,0,,,,pippenpalacecc@aol.com,3133426320,,0,,,Jackie ,Pippen,15001 W 8 Mile Rd,Detroit,MI,482351624,15001 W 8 MILE RD,DETROIT,MI,482351624,
-82.96356087,42.3925386340001,142,990000182,Positive Images,990000182,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/06/04 00:00:00,,,,26163,0,,CCare,0,,,,pi20@aol.com,3138226940,117       ,3138220176,,Ms.,Maisha,Kenyatta,4875 COPLIN ST,DETROIT,MI,482152192,13336 EAST WARREN AVE,DETROIT,MI,482152112,
-83.25452599,42.415596523,143,990001414,Praying Angels Child Care Palace INC.,990001414,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2011/10/04 00:00:00,,,,26163,0,,,0,,,,Tanikkasimpson329@gmail.com,3135370677,,3135374073,,Mrs.,Tannikka ,Harris,21556 Grand River Ave,Detroit,MI,482193265,21556 GRAND RIVER AVE,DETROIT,MI,482193265,
-83.176759496,42.431424689,144,990005631,Premier Children Learning Center,990005631,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,"PK,Tuit",,Open-Active,2015/09/21 00:00:00,,,,26163,0,,CCare,0,,,,premierchildlearningcenter@gmail.com,3133454044,,3133454144,,Ms.,Mary,Phelan,13144 W 7 Mile Rd                                           ,Detroit                                                     ,MI,482351337,13144 WEST 7 MILE RD,DETROIT,MI,482351337,
-83.066177795,42.361878054,145,05270,Merrill-Palmer Institute,820005270,46,Higher Education College/University,6,College/University,6,Higher Education,82,Wayne,,,0,,,,,,,Open-Active,1900/01/01 00:00:00,,,,26163,20,,,0,,,,,0,,0,,,,,71 EAST FERRY ST,DETROIT,MI,482023801,71 EAST FERRY ST,DETROIT,MI,482023801,
-83.008241378,42.351728231,146,990000146,Southeastern Village,990000146,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/05/28 00:00:00,,,,26163,0,,,0,,,,dlsmithsev@sbcglobal.net,3139228660,,0,,Ms.,Darolyn,Smith,1501 CANTON ST,DETROIT,MI,482073601,1501 CANTON ST,DETROIT,MI,482073601,
-83.111624982,42.3751226960001,147,03315,Sacred Heart Major Seminary,820003315,46,Higher Education College/University,6,College/University,6,Higher Education,82,Wayne,,,0,,,,,,,Open-Active,1919/01/01 00:00:00,,,,26163,20,,,0,,,,information@shms.edu,3138838500,,3138686440,,Fr.,Todd,Lajiness,2701 WEST CHICAGO,DETROIT,MI,482061704,2701 WEST CHICAGO,DETROIT,MI,482061704,
-82.959078169,42.4194976700001,148,990000274,Universal Youth Center,990000274,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2009/11/01 00:00:00,,,,26163,0,,,0,,,,upraisecen@yahoo.com,3134547225,,0,,Pastor,Robert,Holloway,11340 Laing St,Detroit,MI,48224,11340 Laing St,Detroit,MI,48224,
-83.200530667,42.372198321,149,990006315,Children Learning For the Future,990006315,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82010,Detroit City School District,,,,,,Open-Active,2016/09/29 00:00:00,,,,26163,0,,,0,,,,ChildrenLearning4theFuture@gmail.com,3135349023,,0,,Mrs.,Barbara,Jones,15727 Plymouth Rd                                           ,Detroit                                                     ,MI,482271633,15727 Plymouth Rd,Detroit,MI,48219,
-83.137082725,42.412946784,150,07504,University of Detroit Mercy,820007504,46,Higher Education College/University,6,College/University,6,Higher Education,82,Wayne,,,0,,,,,,,Open-Active,1990/01/01 00:00:00,,,,26163,20,,,0,,,,registrar@udmercy.edu,3139931000,,3139931011,,Mrs.,Shelley,Wagnon,4001 WEST MCNICHOLS RD,DETROIT,MI,482213038,4001 WEST MCNICHOLS RD,DETROIT,MI,482213038,
-83.113728641,42.331463994,151,820001515,SOUTHWEST COUNSELING SOLUTIONS,820001515,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,"EHS,HS",0,,,,kmichaud@swsol.org,3135159325,,0,,Mrs.,Kristen,Michaud,5716 Michigan Ave                                           ,Detroit                                                     ,MI,482103039,5716 MICHIGAN AVE,DETROIT,MI,482103039,
-83.217147654,42.364488753,152,990006676,First Step Academy dba New Beginnings Child Care & Academy,990006676,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82010,Detroit City School District,,,,,,Open-Active,2017/01/02 00:00:00,,,,26163,0,,CCare,0,,,,newbeginningc3@gmail.com,3136469153,,0,,Mrs.,Brenda,Atterberry,18113 W Chicago St                                          ,Detroit                                                     ,MI,482281836,18113 WEST CHICAGO ST,DETROIT,MI,482281836,
-83.094366925,42.321071778,153,990006803,Southwest Economic Solutions,990006803,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82010,Detroit City School District,,,,,,Open-Active,2011/01/03 00:00:00,,,,26163,0,,,0,,,,cpisarski@swsol.org,3134518056,,0,,Mr.,Hector,Hernandez,4214 W Vernor Hwy                                           ,Detroit                                                     ,MI,482092113,4214 W Vernor Hwy,Detroit,MI,48209,
-83.153154585,42.4172288300001,154,990006494,"First Step Children and Family Center, L3C",990006494,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2017/01/27 00:00:00,,,,26163,0,,"CCare,Tuit-B Pre",0,,,,info@firststepcfc.com,3139153335,,0,,Mrs.,Katrina,Taylor,8238 W Mcnichols Rd                                         ,Detroit                                                     ,MI,482212545,8238 WEST MCNICHOLS RD,DETROIT,MI,482212545,
-83.054431048,42.3272471560001,155,05916,Wayne County Community College,820005916,46,Higher Education College/University,6,College/University,6,Higher Education,82,Wayne,,,0,,,,,,,Open-Active,1967/01/01 00:00:00,,,,26163,20,,,0,,,,civery1@wcccd.edu,3134962600,,3139619439,,Dr.,Curtis,Ivery,801 WEST FORT ST,DETROIT,MI,482263010,801 WEST FORT ST,DETROIT,MI,482263010,
-83.1743340089999,42.402376938,156,990000156,UP CLOSE AND PERSONAL LIFE,990000156,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2007/10/13 00:00:00,,,,26163,0,,,0,,,,kcurry65@comcast.net,3134430254,,0,,Mrs.,Karen,Curry,13126 Fenkell St                                            ,Detroit                                                     ,MI,482274071,16735 VAUGHAN ST,DETROIT,MI,482193325,
-82.9702722869999,42.447597129,157,990004853,St Paul child development center ,990004853,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2014/09/09 00:00:00,,,,26163,0,,,0,,,,Stpaulchilddeveloment@yahoo.com,3138394000,,0,,Pastor,Ricardo,Bartlett,15325 Gratiot Ave                                           ,Detroit                                                     ,MI,482051328,15325 Gratiot Ave,Detroit,MI,48205,
-83.0250982009999,42.3376628770001,158,82SPX0049,CHILDRENS AID SOCIETY,82SPX0049,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,lwilliams@casmichigan.org,3139618100,,0,,,,,2151 EAST JEFFERSON STE 250,DETROIT,MI,482074159,2151 EAST JEFFERSON STE 250,DETROIT,MI,482074159,
-83.20382117,42.430140898,159,990000669,children's corner center for learning,990000669,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2010/05/17 00:00:00,,,,26163,0,,,0,,,,cherylsdetroit@aol.com,3137175239,,0,,Mrs.,Cheryl ,smith,15851 W 7Mile Road,Detroit,MI,48235,15851 W 7Mile Road,Detroit,MI,48235,
-83.037535175,42.3372154630001,160,990001024,children's corner of detroit,990001024,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2010/09/07 00:00:00,,,,26163,0,,,0,,,,cherylsdetroit@aol.com,3139480423,,0,,Mrs.,cheryl,smith,951 E Lafayette St                                          ,Detroit                                                     ,MI,482072901,951 E LAFAYETTE ST,DETROIT,MI,482072901,
-83.055427819,42.348111976,161,820000015,URBAN LEAGUE OF DETROIT AND SOUTHEASTERN MICHIGAN,820000015,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,nnewkirk@deturbanleague.org,3138315135,,0,,,,,208 MACK AVE,DETROIT,MI,482012418,208 MACK AVE,DETROIT,MI,482012418,
-83.248263258,42.413567147,162,630008001,ST VINCENT SARAH FISHER CENTER,630008001,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,Other,0,,,,Renee.Pouget@SVSFCenter.org,3135359200,3107      ,3135357804,,Ms.,Diane,Renaud,16800 Trinity St,Detroit,MI,482193968,16800 Trinity St,Detroit,MI,482193968,
-83.071366225,42.3650484930001,163,04408,Wayne State University,820004408,46,Higher Education College/University,6,College/University,6,Higher Education,82,Wayne,,,0,,,,,,,Open-Active,1868/01/01 00:00:00,,,,26163,20,,GSRP,0,,,,carol.baldwin@wayne.edu,3135772230,,3135773200,,Dr.,M. Roy,Wilson,6050 CASS AVE,DETROIT,MI,482023424,5057 WOODWARD AVE RM 6,DETROIT,MI,482024000,
-83.137192854,42.422795922,164,990001145,Urban Services and Development,990001145,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2011/03/31 00:00:00,,,,26163,0,,,0,,,,urbanservices1@aol.com,3136222127,,0,,Ms.,Lori,Hill,18001 Birchcrest Dr                                         ,Detroit                                                     ,MI,482212736,18001 BIRCHCREST DR,DETROIT,MI,482212736,
-83.124999009,42.3991552190001,165,820000143,Focus Hope,820000143,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,,0,,,,whitel@focushope.edu,8105551212,,0,,Mr.,William,Jones,1550 OAKMAN BLVD,DETROIT,MI,482383518,1550 OAKMAN BLVD,DETROIT,MI,48238,
-83.064345918,42.4100473890001,166,03565,Al-Ikhlas Training Academy,820153565,34,Nonpublic School,2,School,5,Nonpublic,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2018/09/04 00:00:00,,"KG,1,2,3,4,5,6,7,8,9,10,11,12","KG,1,2,3,4,5,6,7,8,9,10,11,12",26163,0,,,82015,Detroit Public Schools Community District,,,nahmad@aol.com,3133690880,,0,,Mr.,Nadir,Ahmad,12555 MCDOUGALL ST,DETROIT,MI,482122262,12555 MCDOUGALL ST,DETROIT,MI,482122262,
-83.0745354649999,42.3492404950001,167,990005855,FOCUS North America,990005855,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82160,Wayne-Westland Community School District,,,,,,Open-Active,2016/02/18 00:00:00,,,,26163,0,,,0,,,,detroit@focusna.org,2486714483,,0,,Mr.,ERIC,SHANBURN,1300 W CANFIELD STREET                                      ,DETROIT,MI,482011006,600 NORTH BELL AVE BLDG 1,CARNEGIE,PA,151064301,
-83.141911345,42.4442234270001,168,01445,ASA Higher Learning Preparatory,820151445,34,Nonpublic School,2,School,5,Nonpublic,82,Wayne,,,82015,Detroit Public Schools Community District,,,,GenEd,GenEd,Open-Active,2012/07/01 00:00:00,,"KG,1,2,3","KG,1,2,3",26163,20,,,82015,Detroit Public Schools Community District,99,Unknown,1ladybyrd@sbcglobal.net,3133411558,,3133410012,,Ms.,Linda,Byrd,20433 Livernois Ave.,Detroit,MI,482211398,20433 Livernois Ave.,Detroit,MI,48221,
-83.2418698769999,42.4325556,169,990005991,Urban Village Network,990005991,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82015,Detroit Public Schools Community District,,,,,,Open-Active,2016/06/27 00:00:00,,,,26163,0,,,0,,,,urbanvillagenetwork@gmail.com,8883991118,,0,,Mrs.,Lutricia,Valentine,19311 Votrobeck Dr                                          ,Detroit                                                     ,MI,482192600,19311 VOTROBECK DR,DETROIT,MI,482192600,
-83.113728641,42.331463994,170,820000321,Childrens Outreach Inc.,820000321,52,Other Non-School Recipient,4,Non-School Recipient,7,Other,82,Wayne,,,82120,"River Rouge, School District of the City of",,,,,,Open-Active,2008/10/06 00:00:00,,,,26163,0,,GSRP,0,,,,childrensoutreach@yahoo.com,313896162,,0,,Mrs.,Christina,Perkins,5716 MICHIGAN AVE,DETROIT,MI,482103039,PO Box 10509,Detroit,MI,482100509,
